,Download Path,Graph Name,K,Filesize,avg_num_triangles,max_num_triangles,Type,avg_degree,max_degree,Assort. Coeff.,|E|,num_triangles,|V|,global_clustering_coeff,avg_global_clustering_coeff,omega
1077,http://nrvis.com/./download/data/misc/G53.zip,G53,7,17 KB,20,413,misc,11,136,-0.06,6K,20K,1K,0.14,0.35,7
1078,http://nrvis.com/./download/data/misc/G54.zip,G54,7,17 KB,20,421,misc,11,136,-0.06,6K,20K,1K,0.15,0.35,7
1079,http://nrvis.com/./download/data/misc/G55.zip,G55,4,46 KB,-,2,misc,4,15,-0.01,12K,69,5K,0.00,0.00,3
1080,http://nrvis.com/./download/data/misc/G56.zip,G56,4,52 KB,-,2,misc,4,15,-0.01,12K,69,5K,0.00,0.00,3
1081,http://nrvis.com/./download/data/misc/G57.zip,G57,5,41 KB,-,-,misc,4,4,-,10K,-,5K,-,-,2
1082,http://nrvis.com/./download/data/misc/G58.zip,G58,7,93 KB,18,2K,misc,11,561,-0.03,30K,92K,5K,0.10,0.33,6
1083,http://nrvis.com/./download/data/misc/G59.zip,G59,7,105 KB,18,2K,misc,11,561,-0.03,30K,92K,5K,0.10,0.33,6
1084,http://nrvis.com/./download/data/misc/G6.zip,G6,38,54 KB,67,153,misc,47,67,-0.00,19K,54K,800,0.06,0.06,4
1085,http://nrvis.com/./download/data/misc/G60.zip,G60,4,64 KB,-,1,misc,4,14,0.01,17K,57,7K,0.00,0.00,3
1086,http://nrvis.com/./download/data/misc/G61.zip,G61,4,72 KB,-,1,misc,4,14,0.01,17K,57,7K,0.00,0.00,3
1087,http://nrvis.com/./download/data/misc/G62.zip,G62,5,59 KB,-,-,misc,4,4,-,14K,-,7K,-,-,2
1088,http://nrvis.com/./download/data/misc/G63.zip,G63,7,133 KB,18,2K,misc,11,589,-0.03,41K,128K,7K,0.09,0.32,6
1089,http://nrvis.com/./download/data/misc/G64.zip,G64,7,151 KB,18,2K,misc,11,589,-0.03,41K,128K,7K,0.09,0.32,6
1090,http://nrvis.com/./download/data/misc/G65.zip,G65,5,68 KB,-,-,misc,4,4,-,16K,-,8K,-,-,2
1091,http://nrvis.com/./download/data/misc/G66.zip,G66,5,66 KB,-,-,misc,4,4,-,18K,-,9K,-,-,2
1092,http://nrvis.com/./download/data/misc/G67.zip,G67,5,74 KB,-,-,misc,4,4,-,20K,-,10K,-,-,2
1093,http://nrvis.com/./download/data/misc/G7.zip,G7,38,55 KB,68,144,misc,47,66,0.01,19K,55K,800,0.06,0.06,4
1094,http://nrvis.com/./download/data/misc/G8.zip,G8,37,54 KB,69,150,misc,47,69,-0.00,19K,55K,800,0.06,0.06,4
1095,http://nrvis.com/./download/data/misc/G9.zip,G9,37,54 KB,67,160,misc,47,75,0.00,19K,54K,800,0.06,0.06,5
1096,http://nrvis.com/./download/data/misc/GD00_a.zip,GD00-a,3,2 KB,-,42,misc,2,43,-0.08,384,150,352,0.09,0.13,3
1097,http://nrvis.com/./download/data/misc/GD00_c.zip,GD00-c,5,4 KB,-,26,misc,3,58,-0.13,1K,492,638,0.06,0.10,4
1098,http://nrvis.com/./download/data/misc/GD01_b.zip,GD01-b,4,1 KB,-,-,misc,3,6,-0.41,35,-,18,-,-,2
1099,http://nrvis.com/./download/data/misc/GD01_c.zip,GD01-c,9,1 KB,22,75,misc,8,19,0.08,135,756,33,0.57,0.51,8
1100,http://nrvis.com/./download/data/misc/GD02_a.zip,GD02-a,7,1 KB,15,64,misc,7,25,-0.37,87,355,23,0.37,0.63,4
1101,http://nrvis.com/./download/data/misc/GD02_b.zip,GD02-b,5,2 KB,6,9,misc,5,7,-0.01,232,543,80,0.47,0.50,4
1102,http://nrvis.com/./download/data/misc/GD06_Java.zip,GD06-Java,13,21 KB,27,4K,misc,10,761,-0.15,8K,42K,2K,0.06,0.42,8
1103,http://nrvis.com/./download/data/misc/GD06_theory.zip,GD06-theory,3,1 KB,-,-,misc,3,19,-0.98,190,-,101,-,-,2
1104,http://nrvis.com/./download/data/misc/GD95_a.zip,GD95-a,3,1 KB,-,2,misc,3,8,0.18,57,21,36,0.14,0.19,3
1105,http://nrvis.com/./download/data/misc/GD95_b.zip,GD95-b,4,1 KB,-,8,misc,2,22,-0.41,95,24,73,0.04,0.05,3
1106,http://nrvis.com/./download/data/misc/GD95_c.zip,GD95-c,7,2 KB,16,64,misc,9,30,-0.02,287,1K,62,0.33,0.44,6
1107,http://nrvis.com/./download/data/misc/GD96_a.zip,GD96-a,4,7 KB,-,42,misc,3,111,-0.03,2K,138,1K,0.01,0.01,3
1108,http://nrvis.com/./download/data/misc/GD96_b.zip,GD96-b,3,2 KB,-,-,misc,3,47,-0.44,193,-,111,-,-,3
1109,http://nrvis.com/./download/data/misc/GD96_c.zip,GD96-c,5,1 KB,-,2,misc,3,6,0.13,125,60,65,0.16,0.14,4
1110,http://nrvis.com/./download/data/misc/GD96_d.zip,GD96-d,3,2 KB,-,-,misc,2,28,-0.38,229,-,180,-,-,2
1111,http://nrvis.com/./download/data/misc/GD97_a.zip,GD97-a,4,1 KB,-,1,misc,3,4,-0.04,166,12,84,0.02,0.03,3
1112,http://nrvis.com/./download/data/misc/GD97_b.zip,GD97-b,4,2 KB,6,42,misc,5,25,-0.28,132,309,46,0.29,0.56,4
1113,http://nrvis.com/./download/data/misc/GD97_c.zip,GD97-c,3,3 KB,-,-,misc,2,75,-0.52,460,-,452,-,-,2
1114,http://nrvis.com/./download/data/misc/GD98_a.zip,GD98-a,5,1 KB,-,2,misc,2,18,-0.51,50,6,38,0.02,0.03,3
1115,http://nrvis.com/./download/data/misc/GD98_b.zip,GD98-b,3,2 KB,-,-,misc,3,13,-0.29,207,-,121,-,-,3
1116,http://nrvis.com/./download/data/misc/GD98_c.zip,GD98-c,4,2 KB,-,-,misc,3,3,-,168,-,112,-,-,2
1117,http://nrvis.com/./download/data/misc/GD99_b.zip,GD99-b,4,1 KB,-,1,misc,3,4,0.06,125,12,64,0.03,0.06,3
1118,http://nrvis.com/./download/data/misc/GD99_c.zip,GD99-c,4,1 KB,-,1,misc,2,8,0.16,149,6,105,0.01,0.02,3
1119,http://nrvis.com/./download/data/misc/GL6_D_10.zip,GL6-D-10,9,7 KB,5,43,misc,12,41,-0.14,2K,2K,340,0.06,0.06,5
1120,http://nrvis.com/./download/data/misc/GL6_D_6.zip,GL6-D-6,9,9 KB,3,57,misc,10,45,-0.21,3K,1K,468,0.04,0.04,5
1121,http://nrvis.com/./download/data/misc/GL6_D_7.zip,GL6-D-7,13,17 KB,5,31,misc,16,41,0.08,5K,4K,636,0.04,0.03,4
1122,http://nrvis.com/./download/data/misc/GL6_D_8.zip,GL6-D-8,14,20 KB,7,31,misc,19,35,0.06,6K,5K,636,0.04,0.04,4
1123,http://nrvis.com/./download/data/misc/GL6_D_9.zip,GL6-D-9,12,14 KB,6,38,misc,15,38,-0.03,4K,4K,544,0.05,0.05,4
1124,http://nrvis.com/./download/data/misc/GL7d10.zip,GL7d10,2,1 KB,-,-,misc,-,8,1,8,-,60,-,-,2
1125,http://nrvis.com/./download/data/misc/GL7d11.zip,GL7d11,5,6 KB,-,-,misc,2,61,-0.73,2K,-,1K,-,-,3
1126,http://nrvis.com/./download/data/misc/GL7d12.zip,GL7d12,7,130 KB,-,19,misc,8,132,-0.61,38K,723,9K,0.00,0.00,4
1127,http://nrvis.com/./download/data/misc/GL7d13.zip,GL7d13,11,1 MB,-,46,misc,15,161,-0.45,356K,7K,47K,0.00,0.00,3
1128,http://nrvis.com/./download/data/misc/GL7d14.zip,GL7d14,14,8 MB,-,40,misc,21,165,-0.29,2M,19K,171K,0.00,0.00,4
1129,http://nrvis.com/./download/data/misc/GL7d15.zip,GL7d15,16,27 MB,-,45,misc,26,151,-0.15,6M,34K,460K,0.00,0.00,4
1130,http://nrvis.com/./download/data/misc/GL7d16.zip,GL7d16,18,68 MB,-,49,misc,30,122,-0.02,14M,43K,955K,0.00,0.00,5
1131,http://nrvis.com/./download/data/misc/GL7d17.zip,GL7d17,19,126 MB,-,46,misc,33,102,0.11,26M,48K,2M,0.00,0.00,4
1132,http://nrvis.com/./download/data/misc/GL7d18.zip,GL7d18,-,176 MB,-,-,misc,18.20,88,-,36M,-,2M,-,-,-
1133,http://nrvis.com/./download/data/misc/GL7d19.zip,GL7d19,-,186 MB,-,-,misc,19.09,135,-,37M,-,2M,-,-,-
1134,http://nrvis.com/./download/data/misc/GL7d20.zip,GL7d20,20,149 MB,-,22,misc,31,406,0.06,30M,44K,2M,0.00,0.00,4
1135,http://nrvis.com/./download/data/misc/GL7d21.zip,GL7d21,17,89 MB,-,47,misc,25,409,-0.09,18M,30K,1M,0.00,0.00,4
1136,http://nrvis.com/./download/data/misc/GL7d22.zip,GL7d22,14,39 MB,-,25,misc,20,415,-0.17,8M,19K,823K,0.00,0.00,4
1137,http://nrvis.com/./download/data/misc/GL7d23.zip,GL7d23,11,12 MB,-,35,misc,15,416,-0.19,3M,11K,349K,0.00,0.00,4
1138,http://nrvis.com/./download/data/misc/GL7d24.zip,GL7d24,8,2 MB,-,58,misc,11,756,-0.18,594K,5K,105K,0.00,0.00,4
1139,http://nrvis.com/./download/data/misc/GL7d25.zip,GL7d25,6,315 KB,-,77,misc,7,425,-0.24,82K,2K,21K,0.00,0.00,4
1140,http://nrvis.com/./download/data/misc/GL7d26.zip,GL7d26,5,28 KB,-,46,misc,5,359,-0.22,7K,547,3K,0.00,0.02,3
1141,http://nrvis.com/./download/data/misc/GT01R.zip,GT01R,77,5 MB,3K,6K,misc,105,150,0.57,423K,23M,8K,0.51,0.53,30
1142,http://nrvis.com/./download/data/misc/Ga10As10H30.zip,Ga10As10H30,390,24 MB,4K,122K,misc,53,697,0.89,3M,436M,113K,0.81,0.27,390
1143,http://nrvis.com/./download/data/misc/Ga19As19H42.zip,Ga19As19H42,388,38 MB,6K,121K,misc,65,696,0.85,4M,822M,133K,0.83,0.29,388
1144,http://nrvis.com/./download/data/misc/Ga3As3H12.zip,Ga3As3H12,908,29 MB,28K,672K,misc,96,2K,0.88,3M,2B,61K,0.93,0.29,908
1145,http://nrvis.com/./download/data/misc/Ga41As41H72.zip,Ga41As41H72,391,81 MB,6K,123K,misc,67,701,0.83,9M,2B,268K,0.82,0.29,305
1146,http://nrvis.com/./download/data/misc/GaAsH6.zip,GaAsH6,914,13 MB,10K,691K,misc,54,2K,0.95,2M,591M,61K,0.92,0.25,910
1147,http://nrvis.com/./download/data/misc/Ge87H76.zip,Ge87H76,223,33 MB,4K,55K,misc,68,468,0.70,4M,499M,113K,0.69,0.32,209
1148,http://nrvis.com/./download/data/misc/Ge99H100.zip,Ge99H100,223,36 MB,5K,55K,misc,73,468,0.68,4M,566M,113K,0.70,0.33,209
1149,http://nrvis.com/./download/data/misc/Geo_1438.zip,Geo-1438,-,280 MB,-,-,misc,22.46,58,-,32M,-,1M,-,-,-
1150,http://nrvis.com/./download/data/misc/GlossGT.zip,GlossGT,5,1 KB,1,18,misc,3,19,-0.17,122,125,72,0.18,0.24,4
1151,http://nrvis.com/./download/data/misc/H2O.zip,H2O,19,5 MB,115,135,misc,32,36,0.67,1M,8M,67K,0.23,0.23,7
1152,http://nrvis.com/./download/data/misc/HEP-th-new.zip,HEP-th-new,38,1 MB,160,34K,misc,25,2K,-0.03,353K,4M,28K,0.12,0.31,10
1153,http://nrvis.com/./download/data/misc/HFE18_96_in.zip,HFE18-96-in,372,2 MB,13K,224K,misc,460,2K,-0.16,933K,52M,4K,0.09,0.10,15
1154,http://nrvis.com/./download/data/misc/HTC_336_4438.zip,HTC-336-4438,10,2 MB,-,40,misc,2,7K,-0.08,339K,95K,226K,0.00,0.03,4
1155,http://nrvis.com/./download/data/misc/HTC_336_9129.zip,HTC-336-9129,9,2 MB,-,39,misc,2,7K,-0.07,329K,91K,226K,0.00,0.03,4
1156,http://nrvis.com/./download/data/misc/Hamrle1.zip,Hamrle1,5,2 KB,1,7,misc,5,8,-0.02,93,60,32,0.13,0.15,5
1157,http://nrvis.com/./download/data/misc/Hamrle2.zip,Hamrle2,6,87 KB,-,9,misc,7,13,-0.03,22K,108,6K,0.00,0.00,5
1158,http://nrvis.com/./download/data/misc/Hamrle3.zip,Hamrle3,6,21 MB,-,10,misc,7,15,-0.14,6M,258,1M,0.00,0.00,5
1159,http://nrvis.com/./download/data/misc/Harvard500.zip,Harvard500,27,7 KB,68,881,misc,10,221,-0.22,3K,34K,500,0.39,0.49,17
1160,http://nrvis.com/./download/data/misc/Hook_1498.zip,Hook-1498,-,250 MB,-,-,misc,20.83,94,-,31M,-,1M,-,-,-
1161,http://nrvis.com/./download/data/misc/IG5-10.zip,IG5-10,16,27 KB,2,46,misc,21,125,-0.06,10K,2K,976,0.01,0.01,3
1162,http://nrvis.com/./download/data/misc/IG5-11.zip,IG5-11,20,56 KB,4,169,misc,26,171,-0.08,22K,7K,2K,0.01,0.01,3
1163,http://nrvis.com/./download/data/misc/IG5-12.zip,IG5-12,26,120 KB,8,251,misc,32,289,-0.07,46K,25K,3K,0.01,0.01,4
1164,http://nrvis.com/./download/data/misc/IG5-13.zip,IG5-13,32,237 KB,14,486,misc,38,403,-0.08,91K,67K,5K,0.01,0.01,4
1165,http://nrvis.com/./download/data/misc/IG5-14.zip,IG5-14,38,459 KB,20,1K,misc,45,537,-0.10,173K,153K,8K,0.01,0.01,4
1166,http://nrvis.com/./download/data/misc/IG5-15.zip,IG5-15,47,878 KB,36,3K,misc,53,753,-0.08,324K,437K,12K,0.01,0.01,5
1167,http://nrvis.com/./download/data/misc/IG5-16.zip,IG5-16,56,2 MB,85,13K,misc,62,1K,-0.02,588K,2M,19K,0.02,0.02,8
1168,http://nrvis.com/./download/data/misc/IG5-17.zip,IG5-17,66,3 MB,75,11K,misc,68,1K,-0.09,1M,2M,30K,0.01,0.01,6
1169,http://nrvis.com/./download/data/misc/IG5-18.zip,IG5-18,71,5 MB,76,14K,misc,74,2K,-0.13,2M,4M,48K,0.01,0.01,6
1170,http://nrvis.com/./download/data/misc/IG5-6.zip,IG5-6,6,2 KB,-,6,misc,6,23,-0.17,251,27,77,0.01,0.02,2
1171,http://nrvis.com/./download/data/misc/IG5-7.zip,IG5-7,7,2 KB,-,-,misc,7,26,-0.02,549,-,150,-,-,2
1172,http://nrvis.com/./download/data/misc/IG5-8.zip,IG5-8,10,5 KB,-,32,misc,11,57,-0.04,2K,240,292,0.01,0.01,3
1173,http://nrvis.com/./download/data/misc/IG5-9.zip,IG5-9,13,12 KB,4,67,misc,16,71,-0.00,5K,2K,540,0.02,0.02,3
1174,http://nrvis.com/./download/data/misc/IMDB.zip,IMDB,24,16 MB,-,78,misc,8,2K,-0.05,4M,13K,896K,0.00,0.00,3
1175,http://nrvis.com/./download/data/misc/Ill_Stokes.zip,Ill-Stokes,13,1 MB,1,27,misc,16,24,-0.32,176K,41K,21K,0.01,0.02,4
1176,http://nrvis.com/./download/data/misc/Journals.zip,Journals,75,21 KB,4K,6K,misc,96,123,-0.23,6K,510K,124,0.85,0.87,65
1177,http://nrvis.com/./download/data/misc/Kaufhold.zip,Kaufhold,9,439 KB,9,92,misc,7,54,-0.00,34K,80K,9K,0.25,0.28,4
1178,http://nrvis.com/./download/data/misc/Kemelmacher.zip,Kemelmacher,8,1 MB,-,18,misc,7,22,-0.28,101K,925,28K,0.00,0.00,3
1179,http://nrvis.com/./download/data/misc/Kohonen.zip,Kohonen,9,39 KB,6,2K,misc,5,740,-0.12,13K,28K,4K,0.04,0.21,7
1180,http://nrvis.com/./download/data/misc/Kuu.zip,Kuu,32,1 MB,757,2K,misc,46,97,-0.05,167K,5M,7K,0.59,0.77,32
1181,http://nrvis.com/./download/data/misc/L-9.zip,L-9,3,136 KB,-,-,misc,3,4,0.32,36K,-,18K,-,-,2
1182,http://nrvis.com/./download/data/misc/L.zip,L,3,6 KB,-,-,misc,3,4,0.18,2K,-,956,-,-,2
1183,http://nrvis.com/./download/data/misc/LF10.zip,LF10,3,1 KB,-,-,misc,3,4,0.45,32,-,18,-,-,2
1184,http://nrvis.com/./download/data/misc/LF10000.zip,LF10000,3,226 KB,-,-,misc,3,4,0.57,40K,-,20K,-,-,2
1185,http://nrvis.com/./download/data/misc/LFAT5.zip,LFAT5,3,1 KB,-,-,misc,2,4,0.47,16,-,14,-,-,2
1186,http://nrvis.com/./download/data/misc/LFAT5000.zip,LFAT5000,3,201 KB,-,-,misc,2,4,1.00,30K,-,20K,-,-,2
1187,http://nrvis.com/./download/data/misc/LargeRegFile.zip,LargeRegFile,5,16 MB,-,209K,misc,4,656K,-,5M,965K,2M,0.00,0.07,3
1188,http://nrvis.com/./download/data/misc/Lederberg.zip,Lederberg,16,130 KB,18,1K,misc,9,1K,-0.10,42K,160K,9K,0.06,0.30,9
1189,http://nrvis.com/./download/data/misc/Lin.zip,Lin,4,6 MB,-,-,misc,5,6,0.79,755K,-,256K,-,-,2
1190,http://nrvis.com/./download/data/misc/M10PI_n.zip,M10PI-n,5,7 KB,-,-,misc,4,16,-0.12,1K,-,682,-,-,2
1191,http://nrvis.com/./download/data/misc/M10PI_n1.zip,M10PI-n1,5,6 KB,-,-,misc,4,14,-0.17,1K,-,528,-,-,2
1192,http://nrvis.com/./download/data/misc/M20PI_n.zip,M20PI-n,5,11 KB,-,-,misc,4,24,-0.07,2K,-,1K,-,-,2
1193,http://nrvis.com/./download/data/misc/M20PI_n1.zip,M20PI-n1,5,10 KB,-,-,misc,4,14,-0.15,2K,-,1K,-,-,2
1194,http://nrvis.com/./download/data/misc/M40PI_n.zip,M40PI-n,5,20 KB,-,-,misc,4,24,-0.06,4K,-,2K,-,-,2
1195,http://nrvis.com/./download/data/misc/M40PI_n1.zip,M40PI-n1,5,18 KB,-,-,misc,4,14,-0.14,4K,-,2K,-,-,2
1196,http://nrvis.com/./download/data/misc/M80PI_n.zip,M80PI-n,5,36 KB,-,-,misc,4,24,-0.05,8K,-,4K,-,-,2
1197,http://nrvis.com/./download/data/misc/M80PI_n1.zip,M80PI-n1,5,35 KB,-,-,misc,4,14,-0.14,8K,-,4K,-,-,2
1198,http://nrvis.com/./download/data/misc/Maragal_1.zip,Maragal-1,13,2 KB,89,221,misc,14,28,-0.30,225,3K,32,0.68,1.04,11
1199,http://nrvis.com/./download/data/misc/Maragal_2.zip,Maragal-2,20,29 KB,35,886,misc,15,139,-0.21,4K,20K,555,0.11,0.15,8
1200,http://nrvis.com/./download/data/misc/Maragal_3.zip,Maragal-3,31,117 KB,130,9K,misc,21,495,-0.19,18K,221K,2K,0.12,0.19,15
1201,http://nrvis.com/./download/data/misc/Maragal_4.zip,Maragal-4,44,155 KB,273,17K,misc,27,650,-0.19,27K,538K,2K,0.14,0.21,18
1202,http://nrvis.com/./download/data/misc/Maragal_5.zip,Maragal-5,60,590 KB,369,43K,misc,39,2K,-0.26,93K,2M,5K,0.06,0.19,15
1203,http://nrvis.com/./download/data/misc/Maragal_6.zip,Maragal-6,107,4 MB,840,284K,misc,50,6K,-0.25,538K,18M,21K,0.04,0.13,27
1204,http://nrvis.com/./download/data/misc/Maragal_7.zip,Maragal-7,112,8 MB,50,23K,misc,51,10K,-0.29,1M,2M,47K,0.00,0.01,7
1205,http://nrvis.com/./download/data/misc/Maragal_8.zip,Maragal-8,154,10 MB,167,144K,misc,34,7K,-0.23,1M,13M,75K,0.01,0.04,13
1206,http://nrvis.com/./download/data/misc/Muu.zip,Muu,16,473 KB,172,408,misc,22,48,-0.07,82K,1M,7K,0.57,0.76,16
1207,http://nrvis.com/./download/data/misc/Na5.zip,Na5,170,1 MB,2K,16K,misc,51,203,0.78,150K,13M,6K,0.75,0.34,169
1208,http://nrvis.com/./download/data/misc/NotreDame_actors.zip,NotreDame-actors,18,5 MB,-,229,misc,7,646,-0.06,1M,45K,392K,0.00,0.00,5
1209,http://nrvis.com/./download/data/misc/NotreDame_www.zip,NotreDame-www,62,2 MB,33,174K,misc,5,11K,-0.04,908K,11M,326K,0.05,0.19,13
1210,http://nrvis.com/./download/data/misc/NotreDame_yeast.zip,NotreDame-yeast,6,9 KB,-,18,misc,2,56,-0.16,2K,666,2K,0.06,0.06,5
1211,http://nrvis.com/./download/data/misc/ODLIS.zip,ODLIS,15,55 KB,28,3K,misc,12,604,-0.16,18K,84K,3K,0.07,0.30,9
1212,http://nrvis.com/./download/data/misc/OPF_10000.zip,OPF-10000,10,2 MB,23,233,misc,9,63,0.07,212K,1M,44K,0.40,0.60,9
1213,http://nrvis.com/./download/data/misc/OPF_3754.zip,OPF-3754,10,613 KB,22,197,misc,9,63,0.01,71K,342K,15K,0.41,0.62,7
1214,http://nrvis.com/./download/data/misc/OPF_6000.zip,OPF-6000,11,1 MB,22,248,misc,9,75,0.00,136K,667K,30K,0.40,0.60,9
1215,http://nrvis.com/./download/data/misc/Oregon-1.zip,Oregon-1,18,70 KB,5,4K,misc,4,2K,-0.19,23K,60K,11K,0.01,0.29,13
1216,http://nrvis.com/./download/data/misc/Oregon-2.zip,Oregon-2,32,95 KB,22,7K,misc,5,2K,-0.16,33K,269K,12K,0.04,0.34,14
1217,http://nrvis.com/./download/data/misc/PGPgiantcompo.zip,PGPgiantcompo,32,88 KB,15,2K,misc,4,205,0.24,24K,164K,11K,0.38,0.27,20
1218,http://nrvis.com/./download/data/misc/PR02R.zip,PR02R,-,97 MB,-,-,misc,50.82,166,-,8M,-,161K,-,-,-
1219,http://nrvis.com/./download/data/misc/Pd.zip,Pd,5,59 KB,-,1,misc,1,36,-0.05,5K,12,8K,0.00,0.00,3
1220,http://nrvis.com/./download/data/misc/Pd_rhs.zip,Pd-rhs,9,34 KB,-,1,misc,1,30,0.45,6K,6,12K,0.00,0.00,3
1221,http://nrvis.com/./download/data/misc/Pres_Poisson.zip,Pres-Poisson,26,4 MB,618,648,misc,47,49,0.53,350K,9M,15K,0.56,0.57,18
1222,http://nrvis.com/./download/data/misc/QRpivot.zip,QRpivot,8,18 KB,1,27,misc,10,23,0.07,4K,1K,749,0.03,0.02,4
1223,http://nrvis.com/./download/data/misc/RFdevice.zip,RFdevice,13,2 MB,-,169,misc,9,276,0.01,366K,1K,74K,0.00,0.00,7
1224,http://nrvis.com/./download/data/misc/RM07R.zip,RM07R,-,419 MB,-,-,misc,98.16,480,-,37M,-,382K,-,-,-
1225,http://nrvis.com/./download/data/misc/Ragusa16.zip,Ragusa16,7,1 KB,9,46,misc,5,18,-0.34,71,220,24,0.34,0.42,5
1226,http://nrvis.com/./download/data/misc/Ragusa18.zip,Ragusa18,5,1 KB,6,27,misc,5,16,-0.23,61,149,23,0.33,0.53,4
1227,http://nrvis.com/./download/data/misc/Raj1.zip,Raj1,8,7 MB,7,161K,misc,7,81K,0.20,1M,2M,264K,0.00,0.20,5
1228,http://nrvis.com/./download/data/misc/Reuters911.zip,Reuters911,74,521 KB,263,70K,misc,22,2K,-0.11,148K,4M,13K,0.11,0.37,25
1229,http://nrvis.com/./download/data/misc/Roget.zip,Roget,9,14 KB,9,93,misc,9,39,0.22,5K,9K,1K,0.14,0.14,6
1230,http://nrvis.com/./download/data/misc/Rucci1.zip,Rucci1,-,78 MB,-,-,misc,3.94,112,-,8M,-,2M,-,-,-
1231,http://nrvis.com/./download/data/misc/S10PI_n.zip,S10PI-n,5,7 KB,-,-,misc,4,16,-0.12,1K,-,682,-,-,2
1232,http://nrvis.com/./download/data/misc/S10PI_n1.zip,S10PI-n1,5,6 KB,-,-,misc,4,14,-0.17,1K,-,528,-,-,2
1233,http://nrvis.com/./download/data/misc/S20PI_n.zip,S20PI-n,5,11 KB,-,-,misc,4,24,-0.07,2K,-,1K,-,-,2
1234,http://nrvis.com/./download/data/misc/S20PI_n1.zip,S20PI-n1,5,10 KB,-,-,misc,4,14,-0.15,2K,-,1K,-,-,2
1235,http://nrvis.com/./download/data/misc/S40PI_n.zip,S40PI-n,5,20 KB,-,-,misc,4,24,-0.06,4K,-,2K,-,-,2
1236,http://nrvis.com/./download/data/misc/S40PI_n1.zip,S40PI-n1,5,18 KB,-,-,misc,4,14,-0.14,4K,-,2K,-,-,2
1237,http://nrvis.com/./download/data/misc/S80PI_n.zip,S80PI-n,5,36 KB,-,-,misc,4,24,-0.05,8K,-,4K,-,-,2
1238,http://nrvis.com/./download/data/misc/S80PI_n1.zip,S80PI-n1,5,35 KB,-,-,misc,4,14,-0.14,8K,-,4K,-,-,2
1239,http://nrvis.com/./download/data/misc/Sandi_authors.zip,Sandi-authors,5,1 KB,1,7,misc,2,12,-0.26,124,126,86,0.27,0.41,5
1240,http://nrvis.com/./download/data/misc/Sandi_sandi.zip,Sandi-sandi,4,3 KB,-,3,misc,3,28,-0.11,607,21,360,0.01,0.01,3
1241,http://nrvis.com/./download/data/misc/SciMet.zip,SciMet,10,33 KB,6,297,misc,6,164,-0.03,10K,19K,3K,0.10,0.15,8
1242,http://nrvis.com/./download/data/misc/Serena.zip,Serena,-,300 MB,-,-,misc,23.69,250,-,33M,-,1M,-,-,-
1243,http://nrvis.com/./download/data/misc/Si10H16.zip,Si10H16,196,3 MB,2K,37K,misc,50,392,0.75,429K,37M,17K,0.68,0.30,196
1244,http://nrvis.com/./download/data/misc/Si2.zip,Si2,42,54 KB,102,903,misc,22,60,0.69,9K,79K,769,0.37,0.31,42
1245,http://nrvis.com/./download/data/misc/Si34H36.zip,Si34H36,248,15 MB,3K,60K,misc,51,493,0.79,3M,252M,98K,0.70,0.28,244
1246,http://nrvis.com/./download/data/misc/Si41Ge41H72.zip,Si41Ge41H72,-,70 MB,-,-,misc,40.93,663,-,8M,-,186K,-,-,-
1247,http://nrvis.com/./download/data/misc/Si5H12.zip,Si5H12,274,2 MB,637,40K,misc,36,350,0.92,359K,13M,20K,0.57,0.24,274
1248,http://nrvis.com/./download/data/misc/Si87H76.zip,Si87H76,175,33 MB,1K,30K,misc,43,360,0.83,5M,245M,240K,0.60,0.26,175
1249,http://nrvis.com/./download/data/misc/SiH4.zip,SiH4,179,389 KB,650,16K,misc,33,204,0.86,83K,3M,5K,0.61,0.28,179
1250,http://nrvis.com/./download/data/misc/SiNa.zip,SiNa,170,624 KB,613,19K,misc,33,249,0.83,97K,4M,6K,0.56,0.27,170
1251,http://nrvis.com/./download/data/misc/SiO.zip,SiO,490,4 MB,2K,124K,misc,38,583,0.95,642K,63M,33K,0.78,0.25,490
1252,http://nrvis.com/./download/data/misc/SiO2.zip,SiO2,2K,39 MB,44K,3M,misc,71,3K,0.96,6M,7B,155K,0.96,0.24,2K
1253,http://nrvis.com/./download/data/misc/Sieber.zip,Sieber,8,131 KB,23,9K,misc,10,5K,-0.45,13K,54K,2K,0.00,0.68,5
1254,http://nrvis.com/./download/data/misc/SmaGri.zip,SmaGri,11,14 KB,16,667,misc,9,232,-0.19,5K,17K,1K,0.09,0.30,8
1255,http://nrvis.com/./download/data/misc/SmallW.zip,SmallW,10,3 KB,12,449,misc,5,147,-0.30,994,5K,395,0.16,0.33,8
1256,http://nrvis.com/./download/data/misc/Stanford.zip,Stanford,87,9 MB,172,382K,misc,16,39K,-0.10,2M,49M,282K,0.01,0.59,17
1257,http://nrvis.com/./download/data/misc/Stanford_Berkeley.zip,Stanford-Berkeley,337,18 MB,471,1M,misc,22,84K,-0.18,8M,322M,683K,0.01,0.64,18
1258,http://nrvis.com/./download/data/misc/StocF-1465.zip,StocF-1465,-,109 MB,-,-,misc,7.67,190,-,11M,-,1M,-,-,-
1259,http://nrvis.com/./download/data/misc/Stranke94.zip,Stranke94,10,1 KB,36,36,misc,9,9,-,45,360,10,1,1,10
1260,http://nrvis.com/./download/data/misc/TF10.zip,TF10,9,3 KB,12,46,misc,11,21,0.34,602,1K,107,0.19,0.22,5
